t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224,t225,t226,t227,t228,t229,t230,t231,t232,t233,t234,t235,t236,t237,t238,t239,t240,t241,t242,t243,t244,t245,t246,t247,t248,t249,t250,t251,t252,t253,t254,t255,t256,t257,t258,t259,t260,t261,t262,t263,t264,t265,t266,t267,t268,t269,t270,t271,t272,t273,t274,t275,t276,t277,t278,t279,t280,t281,t282,t283,t284,t285,t286,t287,t288,t289,t290,t291,t292,t293,t294,t295,t296,t297,t298,t299,t300,t301,t302,t303,t304,t305,t306,t307,t308,t309,t310,t311,t312,t313,t314,t315,t316,t317,t318,t319,t320,t321,t322,t323,t324,t325,t326,t327,t328,t329,t330,t331,t332,t333,t334,t335,t336,t337,t338,t339,t340,t341,t342,t343,t344,t345,t346,t347,t348,t349,t350,t351,t352,t353,t354,t355,t356,t357,t358,t359,t360,t361,t362,t363,t364,t365,t366,t367,t368,t369,t370,t371,t372,t373,t374,t375,t376,t377,t378,t379,t380,t381,t382,t383,t384,t385,t386,t387,t388,t389,t390,t391,t392,t393,t394,t395,t396,t397,t398,t399,t400,t401,t402,t403,t404,t405,t406,t407,t408,t409,t410,t411,t412,t413,t414,t415,t416,t417,t418,t419,t420,t421,t422,t423,t424,t425,t426,t427,t428,t429,t430,t431,t432,t433,t434,t435,t436,t437,t438,t439,t440,t441,t442,t443,t444,t445,t446,t447,t448,t449,t450,t451,t452,t453,t454,t455,t456,t457,t458,t459,t460,t461,t462,t463,t464,t465,t466,t467,t468,t469,t470,t471,t472,t473,t474,t475,t476,t477,t478,t479,t480,t481,t482,t483,t484,t485,t486,t487,t488,t489,t490,t491,t492,t493,t494,t495,t496,t497,t498,t499,t500,t501,t502,t503,t504,t505,t506,t507,t508,t509,t510,t511,t512,t513,t514,t515,t516,t517,t518,t519,t520,t521,t522,t523,t524,t525,t526,t527,t528,t529,t530,t531,t532,t533,t534,t535,t536,t537,t538,t539,t540,t541,t542,t543,t544,t545,t546,t547,t548,t549,t550,t551,t552,t553,t554,t555,t556,t557,t558,t559,t560,t561,t562,t563,t564,t565,t566,t567,t568,t569,t570,t571,t572,t573,t574,t575,t576,t577,t578,t579,t580,t581,t582,t583,t584,t585,t586,t587,t588,t589,t590,t591,t592,t593,t594,t595,t596,t597,t598,t599,t600,t601,t602,t603,t604,t605,t606,t607,t608,t609,t610,t611,t612,t613,t614,t615,t616,t617,t618,t619,t620,t621,t622,t623,t624,t625,t626,t627,t628,t629,t630,t631,t632,t633,t634,t635,t636,t637,t638,t639,t640,t641,t642,t643,t644,t645,t646,t647,t648,t649,t650,t651,t652,t653,t654,t655,t656,t657,t658,t659,t660,t661,t662,t663,t664,t665,t666,t667,t668,t669,t670,t671,t672,t673,t674,t675,t676,t677,t678,t679,t680,t681,t682,t683,t684,t685,t686,t687,t688,t689,t690,t691,t692,t693,t694,t695,t696,t697,t698,t699,t700,t701,t702,t703,t704,t705,t706,t707,t708,t709,t710,t711,t712,t713,t714,t715,t716,t717,t718,t719,t720,t721,t722,t723,t724,t725,t726,t727,t728,t729,t730,t731,t732,t733,t734,t735,t736,t737,t738,t739,t740,t741,t742,t743,t744,t745,t746,t747,t748,t749,t750,t751,t752,t753,t754,t755,t756,t757,t758,t759,t760,t761,t762,t763,t764,t765,t766,t767,t768,t769,t770,t771,t772,t773,t774,t775,t776,t777,t778,t779,t780,t781,t782,t783,t784,t785,t786,t787,t788,t789,t790,t791,t792,t793,t794,t795,t796,t797,t798,t799,t800,t801,t802,t803,t804,t805,t806,t807,t808,t809,t810,t811,t812,t813,t814,t815,t816,t817,t818,t819,t820,t821,t822,t823,t824,t825,t826,t827,t828,t829,t830,t831,t832,t833,t834,t835,t836,t837,t838,t839,t840,t841,t842,t843,t844,t845,t846,t847,t848,t849,t850,t851,t852,t853,t854,t855,t856,t857,t858,t859,t860,t861,t862,t863,t864,t865,t866,t867,t868,t869,t870,t871,t872,t873,t874,t875,t876,t877,t878,t879,t880,t881,t882,t883,t884,t885,t886,t887,t888,t889,t890,t891,t892,t893,t894,t895,t896,t897,t898,t899,t900,t901,t902,t903,t904,t905,t906,t907,t908,t909,t910,t911,t912,t913,t914,t915,t916,t917,t918,t919,t920,t921,t922,t923,t924,t925,t926,t927,t928,t929,t930,t931,t932,t933,t934,t935,t936,t937,t938,t939,t940,t941,t942,t943,t944,t945,t946,t947,t948,t949,t950,t951,t952,t953,t954,t955,t956,t957,t958,t959,t960,t961,t962,t963,t964,t965,t966,t967,t968,t969,t970,t971,t972,t973,t974,t975,t976,t977,t978,t979,t980,t981,t982,t983,t984,t985,t986,t987,t988,t989,t990,t991,t992,t993,t994,t995,t996,t997,t998,t999,t1000,t1001,t1002,t1003,t1004,t1005,t1006,t1007,t1008,t1009,t1010,t1011,t1012,t1013,t1014,t1015,t1016,t1017,t1018,t1019,t1020,t1021,t1022,t1023,t1024,t1025,t1026,t1027,t1028,t1029,t1030,t1031,t1032,t1033,t1034,t1035,t1036,t1037,t1038,t1039,t1040,t1041,t1042,t1043,t1044,t1045,t1046,t1047,t1048,t1049,t1050,t1051,t1052,t1053,t1054,t1055,t1056,t1057,t1058,t1059,t1060,t1061,t1062,t1063,t1064,t1065,t1066,t1067,t1068,t1069,t1070,t1071,t1072,t1073,t1074,t1075,t1076,t1077,t1078,t1079,t1080,t1081,t1082,t1083,t1084,t1085,t1086,t1087,t1088,t1089,t1090,t1091,t1092,t1093,t1094,t1095,t1096,t1097,t1098,t1099,t1100,t1101,t1102,t1103,t1104,t1105,t1106,t1107,t1108,t1109,t1110,t1111,t1112,t1113,t1114,t1115,t1116,t1117,t1118,t1119,t1120,t1121,t1122,t1123,t1124,t1125,t1126,t1127,t1128,t1129,t1130,t1131,t1132,t1133,t1134,t1135,t1136,t1137,t1138,t1139,t1140,t1141,t1142,t1143,t1144,t1145,t1146,t1147,t1148,t1149,t1150,t1151,t1152,t1153,t1154,t1155,t1156,t1157,t1158,t1159,t1160,t1161,t1162,t1163,t1164,t1165,t1166,t1167,t1168,t1169,t1170,t1171,t1172,t1173,t1174,t1175,t1176,t1177,t1178,t1179,t1180,t1181,t1182,t1183,t1184,t1185,t1186,t1187,t1188,t1189,t1190,t1191,t1192,t1193,t1194,t1195,t1196,t1197,t1198,t1199,t1200,t1201,t1202,t1203,t1204,t1205,t1206,t1207,t1208,t1209,t1210,t1211,t1212,t1213,t1214,t1215,t1216,t1217,t1218,t1219,t1220,t1221,t1222,t1223,t1224,t1225,t1226,t1227,t1228,t1229,t1230,t1231,t1232,t1233,t1234,t1235,t1236,t1237,t1238,t1239,t1240,t1241,t1242,t1243,t1244,t1245,t1246,t1247,t1248,t1249,t1250,t1251,t1252,t1253,t1254,t1255,t1256,t1257,t1258,t1259,t1260,t1261,t1262,t1263,t1264,t1265,t1266,t1267,t1268,t1269,t1270,t1271,t1272,t1273,t1274,t1275,t1276,t1277,t1278,t1279,t1280,t1281,t1282,t1283,t1284,t1285,t1286,t1287,t1288,t1289,t1290,t1291,t1292,t1293,t1294,t1295,t1296,t1297,t1298,t1299,t1300,t1301,t1302,t1303,t1304,t1305,t1306,t1307,t1308,t1309,t1310,t1311,t1312,t1313,t1314,t1315,t1316,t1317,t1318,t1319,t1320,t1321,t1322,t1323,t1324,t1325,t1326,t1327,t1328,t1329,t1330,t1331,t1332,t1333,t1334,t1335,t1336,t1337,t1338,t1339,t1340,t1341,t1342,t1343,t1344,t1345,t1346,t1347,t1348,t1349,t1350,t1351,t1352,t1353,t1354,t1355,t1356,t1357,t1358,t1359,t1360,t1361,t1362,t1363,t1364,t1365,t1366,t1367,t1368,t1369,t1370,t1371,t1372,t1373,t1374,t1375,t1376,t1377,t1378,t1379,t1380,t1381,t1382,t1383,t1384,t1385,t1386,t1387,t1388,t1389,t1390,t1391,t1392,t1393,t1394,t1395,t1396,t1397,t1398,t1399,t1400,t1401,t1402,t1403,t1404,t1405,t1406,t1407,t1408,t1409,t1410,t1411,t1412,t1413,t1414,t1415,t1416,t1417,t1418,t1419,t1420,t1421,t1422,t1423,t1424,t1425,t1426,t1427,t1428,t1429,t1430,t1431,t1432,t1433,t1434,t1435,t1436,t1437,t1438,t1439
300,840,1560,1860,1860,1680,2520,2700,3000,3300,3120,2940,3180,3900,3660,4500,4800,4680,5520,5940,6300,6240,6840,7740,7980,7920,7680,7380,7140,7980,8880,9300,9660,10140,10980,11100,11580,12240,12240,12660,12360,12600,12780,12540,12660,13560,13260,13440,13500,13440,13980,13860,13680,14580,14940,15120,15000,14760,14520,14520,14580,14940,15000,14760,15360,15240,15840,15840,16500,16380,17040,17160,16920,17520,18240,18540,18900,18720,18420,18660,19020,19020,19800,20100,20220,20760,20520,20820,20580,20340,20760,21420,22260,21960,21960,21720,22560,22380,23280,22980,23100,23280,24060,24660,25500,26100,26940,27180,27540,28200,28320,28140,27840,28140,27960,27720,28320,29040,28740,28860,28920,29100,29640,29460,30300,30540,31080,31980,32220,32400,33240,34080,34620,35400,36240,36000,36000,36900,36600,37440,37620,38040,38640,39180,39360,39900,39780,39600,40500,40980,40920,41400,41940,42300,42660,43020,42840,43200,43620,44160,44280,44760,44940,44760,45600,45840,45660,46320,46440,46320,46500,47160,47220,47700,48540,48240,48240,48000,48120,48840,49380,49500,50220,50220,50280,51120,51240,51180,51120,50940,51120,51600,52020,52620,53400,53460,53700,53640,53580,53700,54240,54120,54240,54120,54420,54480,54420,54180,54840,54900,55620,56400,56520,57000,57180,57900,57780,58260,58980,59640,59400,59520,59280,60120,60300,61140,62040,61740,61680,62220,63120,62940,63120,63720,64320,64320,64680,64860,64980,65700,66000,66660,66780,67320,67980,68400,68160,68400,68220,67980,68460,68820,69660,70140,70800,71580,71880,72360,73260,74160,74880,74700,75300,76020,76860,76740,76860,77700,77520,77520,77340,77520,78420,78900,79020,78780,78600,78720,79560,79500,79500,79320,79740,80100,79980,79740,80520,81240,81600,82440,82380,82980,83520,83520,83820,83880,84240,84900,84960,85740,86160,85920,86580,86340,86580,86340,86820,87480,87600,87780,88680,89340,89040,89640,90120,90240,91140,90840,91380,91200,92100,92220,92760,92760,92940,93120,92880,93240,93540,93240,94080,93840,94080,94500,94860,94620,94620,94740,95280,95760,95760,96060,96180,97020,96960,96840,96720,97500,98400,98760,98940,99000,99360,99720,99780,100080,100320,100800,101460,101280,102120,101880,102000,101880,102420,103320,103200,103920,104100,103860,104580,104280,104940,105660,106500,106980,107220,107040,107940,108660,109200,109980,110160,110280,110700,110940,110940,111060,111120,110940,111780,111600,111480,111660,112440,112980,113280,113880,114180,114540,115140,115920,116100,116520,117300,117840,117540,117300,117420,117480,117660,118380,119160,119220,120000,119700,119400,119640,120420,121320,121200,121440,121680,122340,123120,123960,124800,125460,126120,126840,127020,126720,127560,127680,127920,127680,128280,128100,128760,128940,129840,130020,130740,130860,131340,131640,131940,131820,131940,132840,132780,133020,132720,132600,133020,132840,133080,133020,133500,134040,134580,135240,135840,136560,136980,136680,136620,136560,137280,137400,138000,138300,139080,139140,138840,139620,139680,139980,140340,140040,140940,141000,141840,141780,142200,142380,142740,143340,143100,143460,143220,143820,144000,143940,143820,143700,143940,143820,144720,145140,145080,145320,145560,146220,146040,145800,145680,146100,145920,146280,146760,147060,146940,147780,148020,148800,149280,149100,148800,148500,148380,148440,148680,149100,149760,149760,150180,150840,150960,151080,151200,151800,152700,152400,152760,153300,153240,153300,153300,153660,153360,153180,153900,154140,154980,155160,155820,156420,156300,156540,156300,157200,157500,158160,158880,159240,159180,159600,159600,159840,159540,160140,160260,160380,160980,161160,161400,161580,162480,162780,163320,163800,163860,164580,165480,166200,166860,167460,167580,167580,168060,168000,168000,168720,169440,169740,169800,169860,169860,170160,170580,171420,171360,171180,172080,172980,173640,174000,173940,173880,173880,174120,174720,174840,175320,176160,175980,176880,177240,177540,177360,177600,178500,178920,179760,179640,179700,180000,180480,181260,181320,181140,181500,182100,182520,183240,182940,183540,183600,183480,183480,183840,184680,185460,186180,186960,187440,187320,187020,186780,187020,187140,186840,187260,187140,187260,187200,187800,188340,189180,189180,189120,189120,189300,189420,190020,190380,190500,190680,190920,191160,192000,192000,191820,192540,192300,192780,193080,192780,192540,192480,192240,193140,193800,193860,194340,194700,195420,195240,195960,195840,196080,195780,195900,196620,196800,197100,197820,198240,198900,199200,200100,200640,201540,201840,202320,202740,202800,202860,202620,202860,203220,204120,204000,204840,204600,204360,205200,204900,205260,205680,206280,206040,205860,206400,206640,206340,206460,207120,206880,207300,207180,207660,208380,208500,208260,208920,209400,209820,209700,210120,210720,210600,211080,211740,211560,212100,211800,212700,213300,213840,214620,214740,215580,215700,215640,215400,215220,215220,215160,216060,216480,217200,216960,217560,218220,219120,218820,219180,219240,219360,220260,220440,221160,221580,221760,221520,221340,221820,222600,222900,223200,223680,223620,223680,224280,224340,224220,224400,224460,224580,224580,225120,225000,225660,225900,226800,227160,227700,227700,228480,228300,228900,229440,229440,229560,229440,229980,230340,230820,231240,231240,231360,231720,231780,232260,232320,232620,232500,232500,232500,233100,233580,234420,234420,234300,234120,234600,234600,235080,234840,234540,234900,234720,234840,234660,234840,234900,235260,235980,235740,235620,236460,236880,236760,237060,237060,236880,237660,237900,237840,238020,238680,239280,239940,240840,240960,241200,241860,241680,242160,243060,242820,243060,243420,243900,244260,244560,244680,244860,245340,246060,246720,247440,247140,247500,248280,248700,248580,249120,249540,249420,250200,250740,251400,251700,252360,252960,253500,253920,254820,255120,255000,254820,255420,256080,255900,256680,256680,256800,257580,257520,257460,257280,257460,257640,258120,258960,259440,259620,260160,260160,260160,260820,260760,260940,260820,261360,261900,262560,263100,263160,263040,263340,263640,264240,264240,264480,265200,265200,265740,266340,266760,266940,267240,267600,267480,267840,268560,268560,269460,269760,269880,269640,269400,269340,269880,270540,270900,271680,271860,272100,272100,272340,272400,272940,272940,273840,274140,274020,274260,273960,274080,274620,274980,275700,275940,276660,277200,277500,278100,278340,278940,279240,280080,280620,281340,281880,282000,282720,283020,283740,284100,284820,284760,284640,284520,284220,285120,285240,285060,285240,286080,285960,286260,286260,286920,286860,287220,287460,288000,288540,288480,289140,289860,290040,290220,290400,291000,291780,291660,291480,291360,292020,291900,291900,292140,292260,292260,292800,293100,292920,293640,293640,293760,294480,294240,294360,294900,294780,295020,294720,294540,295020,295740,295440,295860,295800,295920,296280,296760,296940,297720,298200,298020,297960,298380,299160,299400,299400,299880,300360,300540,300600,301020,301080,301380,301440,302280,302040,302100,301980,301680,301980,301680,301560,302280,302340,303060,302760,302640,303360,303600,303780,303780,303840,304680,304500,305220,304920,305040,305700,305580,305400,306060,306480,307260,307920,307920,307860,308040,308100,308760,309360,310140,310440,311160,311280,311460,311160,312000,311760,312180,312120,312840,312780,312720,313140,313680,314460,315240,315000,315240,315360,315960,316320,316560,316440,316200,315900,315600,316500,317220,317520,317700,318600,318360,318240,318480,318360,318180,318840,319080,319080,319980,320460,320820,320820,320580,321360,321720,322020,322140,323040,323340,324120,324660,325500,326100,326040,325740,326340,326760,327240,327600,328140,328440,328860,329100,329940,329700,329940,329760,329520,330060,330720,331320,331800,332520,332940,333120,333960,334680,335340,335280,335100,334800,335040,334920,335460,335820,336000,336660,337380,338100,338940,339480,340260,340380,340200,340920,341280,341040,341760,342300,342600,342540,342660,342480,342720,343320,343260,343920,343620,343800,343740,344460,345000,345240,345180,344880,344880,345060,345120,345000,345840,346020,346740,347460,347460,348240,348480,349140,349140,349500,350040,350820,351360,351480,351840,352740,353640,354240,354360,354660,354660,355380,356100,356460,356580,357060,356940,356880,357060,356940,356940,357300,357600,358500,358740,358620,359100,359820,360060,360360,360180,360120,360660,361020,361440,362340,362220,363060,363300,364200,364980,364980,365340,365220,365940,365940,365760,365760,365700,366180,367020,367500,368400,368160,367920,368580,369300,369780,370380,371160,371400,372300,372660,372840,372780,373320,374040,374940,375060,375660,376500,376920,376860,376980,377760,378600,378780,378780,379440,379440,379200,379200,379800,380520,380580,381120,381840,381540,381660,382380,382200,382980,383400,384240,384480,384540,384960,385320,385680,386460,387180,387300,387960,388080,388020,387720,387480,388380,388860,389700,390600,390960,391140,391920,392340,392400,392640,392700,393300,394200,394920,394920,394860,394560,394980,395040,395400,395100,395580,395940,395700,395640,396420,396600,396480,396900,397800,397560,398220,398940,399000,399240,399780,399480,400200,400860,401460,401220,401280,401160,400860,401220,401040,401520,402000,402900,403800,403740,403800,404700,405420,405780,406380,406380,407100,407820,407880,408060,407940,408000,408480,409080,408840,408960,408900,409320,410100,409800,410700,410700,410640,411240,410940,410880,410940,411120,411300,411360,411300,411420,411660,412140,412320,412500,412560,413460,413400,413760,414360,414060,413940,414120,413940,414540,414780,414960,415560,416400,416400,416940,417780,417540,417720,418020,418380,418080,418620,418800,418740,418560,418320,419160,418980,419400,420300
480,360,60,0,300,120,960,660,1380,1080,1740,1440,1140,840,1320,1020,1200,1740,2040,1740,2340,3240,2940,3300,3420,3360,3060,3000,2700,2580,2280,1980,1980,1680,2460,2160,1860,1920,1620,1320,1260,1920,1800,1500,1200,1380,1080,780,1320,2220,2040,2160,1980,1680,1380,1080,780,840,540,240,780,780,480,360,60,0,180,0,0,0,720,1020,1500,1200,900,1020,1560,1260,960,1260,1080,900,600,1320,1140,960,780,600,1080,900,1320,1140,960,1800,1620,1320,1140,960,780,600,420,1080,840,1200,2100,1920,1680,1500,2100,1920,1740,1860,1920,1980,1800,2340,2280,2100,2520,2820,3420,3240,3480,4260,4080,3900,3780,4380,4200,3900,3660,4380,4260,4260,4080,3900,3960,3660,3360,3720,3480,3180,2940,3060,3420,3120,2820,3360,3060,2820,3060,2760,3000,3300,3120,2940,3060,2880,2700,2940,2760,2580,2640,2460,2280,2880,3480,3300,3000,3900,3720,3540,4260,4680,4800,4620,4440,5220,5520,5400,5580,5640,5460,6300,6540,6540,6240,6420,6540,6840,6660,7140,6960,6780,7260,8100,7860,7680,7500,8400,8100,8160,8280,8040,7740,8160,7860,7680,7500,7320,7920,7740,7920,8040,8940,8640,8340,8220,8400,8520,8940,9420,9120,8820,9420,9120,9960,9780,9480,9180,9720,9420,9120,8820,8520,8220,8760,9300,9000,9180,8880,9120,9900,10680,10380,11040,10740,10440,10140,10980,10680,10380,10200,10740,10980,11520,12300,12360,13020,12900,13620,13680,13380,13080,12780,12480,12180,12120,12000,12300,13140,12840,12540,12720,12420,13020,13380,13620,13320,13380,13500,13200,13200,13200,12900,12600,12300,12900,13740,13440,13140,12840,12540,12240,11940,11640,11340,11040,10740,11220,10920,10620,10440,10140,10140,10320,10020,10680,10920,11760,11700,11520,11340,11040,11160,12060,11760,11700,11700,11400,11640,11880,12060,11760,11460,11220,11100,10800,11220,10920,11100,12000,12060,11760,12600,13200,12900,12600,12300,12000,12720,13200,14040,13740,14580,15300,15840,16680,17220,16920,16620,16320,16800,16500,16200,16380,16080,16620,16320,16020,16260,17160,16860,16560,16500,16260,16140,16380,16980,17700,17400,18120,17820,17520,17220,17280,16980,16680,16380,16980,16680,16380,16080,15780,16140,15840,16620,16380,16200,16860,16560,17160,16860,16560,17340,17340,18000,18540,18660,18360,18960,19020,18720,18480,18180,17880,18480,18180,18300,18960,19080,18780,19020,19080,19980,19680,19380,19080,18780,19620,20520,20580,20280,19980,19680,19380,19080,18780,18480,18180,17880,17760,17460,17160,16860,16560,16260,15960,15720,15420,16080,15780,16140,16500,16500,16620,16320,16020,15720,15420,15120,15360,15060,14760,14520,14220,14700,14700,14400,14280,15180,14880,15000,15420,15120,15480,15840,16080,16980,16680,16740,16620,16800,16500,16860,16560,17100,16800,16500,16980,16680,17280,16980,16680,17160,17700,17400,17520,17400,17400,18240,17940,18600,18540,18240,19080,18780,18480,18180,17880,18000,18000,18360,18060,18360,19140,19080,18780,18660,18360,18120,17820,17520,17700,18240,17940,17640,17340,17040,16740,16440,16140,15840,16320,16320,16320,16020,16860,16560,16500,16200,15900,16320,17100,16800,16500,16200,17100,17040,17880,17580,17880,17580,17280,17520,18420,18300,18000,18660,19080,19260,18960,18660,19320,19680,19860,19560,20040,20340,20040,20580,21480,21180,22080,22860,22560,22260,21960,21660,21360,21060,20760,20460,20880,20580,20280,19980,19680,19380,19080,19800,20640,20340,20940,20640,20340,20400,20340,20040,20100,19800,19860,20340,20400,20400,20100,19800,20580,20280,19980,19680,19380,20100,20280,21120,20940,21840,21540,21840,21540,21240,21240,21780,21480,21180,20880,20940,21540,21900,22680,23520,23220,22920,23700,24300,24000,24120,23820,24300,24000,23700,23400,23100,22980,22680,22500,22200,21900,21600,22500,22560,22260,21960,21660,21360,21060,20760,20880,20640,21180,20880,20580,20340,20040,20940,20640,21540,21240,20940,20640,20940,20640,21300,21480,21180,20880,20580,20280,19980,20220,19920,20160,20160,19860,19560,19260,18960,18660,19440,19140,19680,19500,19200,18900,19080,18780,18480,18180,18180,17880,17580,17280,16980,16680,16380,16260,15960,15720,15420,15120,14820,15240,15180,14880,14580,14940,15420,15120,15240,16080,16860,16560,16260,15960,15660,16500,16200,16800,16500,16200,16500,16200,15900,15600,15360,15060,14760,14460,14400,14940,15600,15300,15000,14700,14760,14460,15180,15600,16080,16860,17040,16800,16560,16920,17640,18360,18240,17940,18840,19140,19260,19140,18840,18540,18240,17940,18480,18480,18180,17880,17580,17280,16980,16680,16380,16080,16200,16140,15840,15720,16320,16140,17040,16860,17220,16920,16620,16740,17640,17400,17100,17760,17640,17340,17040,16800,16500,16200,15900,15600,15300,15780,15480,15360,15060,15240,15000,15540,15240,15240,14940,15360,15360,15240,14940,14640,15300,15000,14700,14400,14760,15120,14820,14520,14640,14340,14640,14700,15480,15180,14880,14700,14400,14460,14160,13860,13560,13500,13200,12900,13800,13560,13260,13380,13080,12780,12480,12720,12420,12120,12840,13620,13320,13440,13140,13380,13080,13620,13800,14580,14280,14880,15240,14940,14640,14340,14580,14520,14220,13920,13620,14160,15060,14760,14520,15420,15120,15240,16020,16860,17460,17880,17580,17880,17580,17280,17760,17460,17280,17580,17520,17220,17280,17640,17340,17880,17820,17640,17340,17040,16740,16740,16440,16560,16260,16800,16560,16320,16080,16560,16800,16560,16740,17580,18000,18360,18120,18180,18660,18900,18660,19200,18960,18720,19140,19500,20040,20460,20280,20220,19980,20040,19800,20400,20160,20220,19980,19740,19560,20340,20100,20280,20040,19800,19560,19320,19080,18840,18600,18360,19200,18900,18660,18420,18180,18960,18720,19440,19200,18960,18720,18480,18780,18960,18720,19320,19080,19800,19560,19560,20040,19800,19560,19320,19080,19200,18960,18780,18540,18840,18660,18420,18900,18660,18840,19740,19980,19740,20340,20340,20220,20820,20640,20520,20280,20040,19800,19800,19560,19320,19080,18840,18600,18360,18120,17880,18660,19500,19500,19260,19980,20100,19860,19620,19380,19980,20400,20160,20160,20340,20100,19980,20220,19980,20040,19800,20220,20220,19980,19740,19500,20040,20820,21300,22020,21780,21540,21300,21060,20820,20580,20340,20100,20760,20520,20880,20700,21480,21240,21000,20760,21600,21720,21900,22440,23040,22800,23640,24300,24960,24720,25500,25260,25020,24780,24540,24240,23940,23640,23340,23040,22740,23280,22980,22680,22380,22080,21780,22620,22440,22920,22620,22500,22200,21900,21600,22080,21780,21480,21180,20880,20580,21480,22020,21780,22620,23400,23580,23640,24180,23880,23580,23760,23460,24240,23940,23640,23640,24120,23820,23520,24360,24720,25440,25140,25680,25380,25080,25680,25380,25320,25020,24720,25500,25200,24900,24600,24300,24120,23820,23520,23220,22920,22620,22320,22020,21720,21840,22200,23100,23460,23940,23640,23340,23040,22800,22860,22560,22260,22800,22500,22200,22140,21840,22260,22140,22140,21840,21720,21420,21660,21360,21060,21840,22020,22560,22260,21960,21900,21600,21540,21240,20940,21600,21300,21060,21960,21720,22260,21960,21660,21900,21600,22380,22080,22680,22800,23100,23640,23340,23280,24120,23940,23760,24180,24420,24120,23820,24720,24420,24120,23820,24420,24120,24600,25260,25680,25380,25080,25020,25020,25080,24780,25500,26100,27000,27060,27600,27300,27480,27180,26880,26580,27060,27720,27840,28020,27720,28440,28140,28440,28140,28080,28800,29580,29280,29040,29700,30540,30240,30600,30300,30000,29700,29820,30180,29880,29880,30540,30240,30180,29880,30240,30120,29820,29520,30360,31260,30960,31620,31320,31020,31620,31320,31020,30840,30540,30240,29940,30480,30420,30120,30600,31080,30780,30480,30480,30540,30240,29940,30180,29880,29580,30480,30900,30600,30300,30300,30240,30240,30900,30600,30300,30600,30300,30060,29880,29580,29460,29160,28860,29100,28860,28560,28260,29040,29460,29880,29580,29880,30240,29940,29640,30540,31440,31140,30840,31020,31440,31140,31200,31320,31140,30840,31140,31500,32040,31740,31500,31920,31620,31320,31080,30780,30480,30180,30300,30000,29700,29580,29280,28980,28680,28380,28740,28560,29460,30240,30120,30900,30600,30300,30000,30180,29880,29580,30480,30180,29880,30180,29880,29580,29280,28980,28680,29580,29280,29040,28740,28440,29040,29880,29760,30240,30060,29760,30360,30060,29760,30240,30960,30660,30360,30060,29760,29460,29160,28860,28560,28260,27960,27660,28500,28200,28260,28920,28620,28320,28740,28440,28140,28080,27780,27480,27180,26880,26580,26760,26460,26160,27060,26760,27540,28200,27900,27600,27300,27000,27000,26700,26760,26460,26160,25860,25560,25260,25500,26100,26460,26160,26760,27000,26700,26400,27000,27660,27360,27060,27060,27600,27300,27540,28080,28200,28560,28260,27960,28020,27720,28560
